Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"218023","","Childrens Tree Learning Center","2532 HIGHWAY 82 E STE 5","WHITESBORO","TX","76273","GRAYSON",903-564-6655,"Licensed Center - Child Care Program","Full Permit",9/25/1986,175,"","102156","","Y","Y","Y","Y"
"903850","","Childrens Treehouse Buckingham","3317 W BUCKINGHAM RD ","GARLAND","TX","75042","DALLAS",972-530-8438,"Licensed Center - Child Care Program","Full Permit",3/6/2009,181,"","365093","","Y","Y","Y","Y"
"960426","","Childrens University","4621 PARK SPRINGS BLVD ","ARLINGTON","TX","76017","TARRANT",817-784-6655,"Licensed Center - Child Care Program","Full Permit",5/29/2009,200,"rwright@childrensuniversity.com","435988","","N","Y","Y","Y"
"15514","","Childrens University Inc","1407 BLACKBURN DR ","PASADENA","TX","77502","HARRIS",713-944-4052,"Licensed Center - Child Care Program","Full Permit",3/6/1987,113,"pspierce4@yahoo.com","94253","","Y","Y","Y","Y"
"531983","","Childrens Village KidConnect","6218 AUDEN ST ","HOUSTON","TX","77005","HARRIS",713-667-5180,"Licensed Center - Child Care Program","Full Permit",1/9/1998,195,"carolina.ramirez@cityrise.org","152118","","Y","Y","Y","Y"
"527836","","Childrens Weekday Ministries","800 E MAIN ST ","HUMBLE","TX","77338","HARRIS",281-540-7000,"Licensed Center - Child Care Program","Full Permit",5/8/1997,165,"slogan@fumc-humble.org","150434","","Y","Y","Y","Y"
"1223646","","Childrens World","2135 51ST ST ","LUBBOCK","TX","79412","LUBBOCK",806-747-2747,"Licensed Center - Child Care Program","Full Permit",3/3/2011,132,"","754968","","Y","Y","Y","Y"
"870524","","Childs Day","2525 WALLINGWOOD DR STE 100","AUSTIN","TX","78746","TRAVIS",512-327-3274,"Licensed Center - Child Care Program","Full Permit",3/16/2007,278,"childsday@childsday.com","312723","","Y","Y","Y","Y"
"232861","","Childs Play Learning Center","1530 NORWALK DR ","KATY","TX","77450","HARRIS",281-578-9332,"Licensed Center - Child Care Program","Full Permit",9/1/1988,204,"","104180","","N","Y","Y","Y"
"522529","1130","Childtime Childcare Center","249 E ROUND GROVE RD ","LEWISVILLE","TX","75067","DENTON",972-315-1706,"Licensed Center - Child Care Program","Full Permit",12/17/1996,150,"1206@childtime.com","146452","","Y","Y","Y","Y"
"533155","1130","Childtime Children's Center","985 W BRAND RD ","GARLAND","TX","75040","DALLAS",972-495-9088,"Licensed Center - Child Care Program","Full Permit",11/5/1997,130,"","153045","","Y","Y","Y","Y"
"308688","1130","Childtime Childrens Center","1597 GLENCAIRN LN ","LEWISVILLE","TX","75067","DENTON",972-436-2043,"Licensed Center - Child Care Program","Full Permit",12/8/1988,153,"1204@childtime.com","113845","","Y","Y","Y","Y"
"520653","1130","Childtime CTR 1212","4111 N GALLOWAY AVE ","MESQUITE","TX","75150","DALLAS",972-279-4779,"Licensed Center - Child Care Program","Full Permit",2/5/1997,126,"","145059","","Y","Y","Y","Y"
"550584","1130","Childtime Learning  Centers","417 SAWDUST RD ","SPRING","TX","77380","MONTGOMERY",281-367-5575,"Licensed Center - Child Care Program","Full Permit",5/22/2000,166,"1276@childtime.com","166520","","Y","Y","Y","Y"
"534462","1130","Childtime Learning Center","8100 MILLER RD ","ROWLETT","TX","75088","DALLAS",972-475-5611,"Licensed Center - Child Care Program","Full Permit",2/4/1998,175,"","154061","","Y","Y","Y","Y"
"868960","1130","Childtime Learning Center","4600 GARDEN CORNER RD ","ARLINGTON","TX","76017","TARRANT",817-478-9575,"Licensed Center - Child Care Program","Full Permit",3/15/2007,148,"3032@childtime.com","310287","","Y","Y","Y","Y"
"874525","1130","Childtime Learning Center","1505 W ARKANSAS LN ","ARLINGTON","TX","76013","TARRANT",817-861-9712,"Licensed Center - Child Care Program","Full Permit",8/3/2007,120,"1233@childtime.com","317972","","Y","Y","Y","Y"
"877884","1130","Childtime Learning Center","811 SOUTHEAST PKWY ","ARLINGTON","TX","76018","TARRANT",817-375-5789,"Licensed Center - Child Care Program","Full Permit",2/7/2008,160,"","322740","","Y","Y","Y","Y"
"868875","1130","Childtime Learning Center","8701 MEADOWBROOK BLVD ","FORT WORTH","TX","76120","TARRANT",817-274-3070,"Licensed Center - Child Care Program","Full Permit",3/29/2007,121,"3002@childtime.com","310160","","Y","Y","Y","Y"
"516335","1130","Childtime Learning Centers","9110 JONES RD STE 145","HOUSTON","TX","77065","HARRIS",281-897-9010,"Licensed Center - Child Care Program","Full Permit",7/7/2000,165,"1272@childtime.com","141787","","Y","Y","Y","Y"
"538958","1130","Childtime Learning Centers","3170 N FRY RD ","KATY","TX","77449","HARRIS",281-646-8330,"Licensed Center - Child Care Program","Full Permit",3/9/1999,169,"1263@childtime.com","157511","","Y","Y","Y","Y"
"402815","1130","Childtime Learning Centers","22022 HIGHLAND KNOLLS DR ","KATY","TX","77450","HARRIS",281-392-2400,"Licensed Center - Child Care Program","Full Permit",4/1/1996,130,"1254@childtime.com","117702","","Y","Y","Y","Y"
"520168","1130","Childtime Learning Centers","3420 TREE LN ","KINGWOOD","TX","77339","HARRIS",281-359-6650,"Licensed Center - Child Care Program","Full Permit",3/1/1996,140,"","144689","","Y","Y","Y","Y"
"521625","1130","Childtime Learning Centers","4018 FEATHER LAKES WAY ","KINGWOOD","TX","77339","HARRIS",281-361-7430,"Licensed Center - Child Care Program","Full Permit",3/29/1996,100,"","145803","","Y","Y","Y","Y"
"541113","","Childworks","5115 F M 646 S ","SANTA FE","TX","77510","GALVESTON",409-925-9522,"Licensed Center - Child Care Program","Full Permit",6/29/1999,161,"","159224","","Y","Y","Y","Y"
"829879","","Childworks Texas City","2300 29TH ST N ","TEXAS CITY","TX","77590","GALVESTON",409-948-3966,"Licensed Center - Child Care Program","Full Permit",6/30/2003,148,"childworkstxcity@gmail.com","230109","","Y","Y","Y","Y"
"1610016","","Chinenyenwa Ejerenwa","25922 SUMMER SAVORY LN ","KATY","TX","77494","FORT BEND",281-965-1863,"Registered Child-Care Home","Registered",1/4/2016,12,"","1225618","","Y","Y","Y","Y"
"850940","","Chinese Community Center  Child Development Center","9800 TOWN PARK DR ","HOUSTON","TX","77036","HARRIS",713-271-6100,"Licensed Center - Child Care Program","Full Permit",12/12/2005,270,"ivy@ccchouston.org","275950","","Y","Y","Y","Y"
"227046","","CHINH THI LE","1003 GULF BANK RD TRLR 6","HOUSTON","TX","77037","HARRIS",,"Registered Child-Care Home","Registered",12/18/1986,12,"","103395","","Y","Y","Y","Y"
"1717795","","Chipis Daycare","6322 HAVENDALE DR ","HOUSTON","TX","77072","HARRIS",832-589-4950,"Licensed Child-Care Home","Initial",3/2/2021,12,"malu7475@gmail.com","1371446","","Y","Y","Y","Y"
"1709586","","Chiqweda Jones","14615 ASHTON GROVE CT ","HUMBLE","TX","77396","HARRIS",281-594-0305,"Registered Child-Care Home","Registered",9/8/2020,12,"thesafehousechildcarecenter@yahoo.com","1358429","","Y","Y","Y","N"
"234172","684","Chisholm La Petite Academy","9315 CHISHOLM LN ","AUSTIN","TX","78748","TRAVIS",512-282-7792,"Licensed Center - Child Care Program","Full Permit",5/3/1988,142,"lpatxaus@cttlc.com","104407","","Y","Y","Y","Y"
"852210","4010","Chisholm Ridge Elementary - YMCA","8301 RUNNING RIVER LN ","FORT WORTH","TX","76131","TARRANT",817-822-4902,"Licensed Center - Before/After School Program","Full Permit",2/8/2006,50,"childcare@ymcafw.org","278625","","N","N","N","Y"
"1556277","","Chitra Supramaniam","6540 PHEASANT RUN RD ","PLANO","TX","75023","COLLIN",214-227-9484,"Registered Child-Care Home","Registered",3/11/2015,12,"ecctina@yahoo.com","1166733","","Y","Y","Y","Y"
"1250087","","Choo Choo Xpress","750 SCHNEIDER STE 130","CIBOLO","TX","78108","GUADALUPE",210-566-6130,"Licensed Center - Child Care Program","Full Permit",7/12/2011,78,"pedroolguin@hotmail.com","787072","","Y","Y","Y","Y"
"1529768","","Chris' Kidz Early Education Center","12033 ST HWY 6 STE 1100","FRESNO","TX","77545","FORT BEND",281-431-2700,"Licensed Center - Child Care Program","Full Permit",6/16/2014,149,"","1130778","","Y","Y","Y","Y"
"223076","","Christ Church School","3300 AUSTIN PKWY ","SUGAR LAND","TX","77479","FORT BEND",281-980-2582,"Licensed Center - Child Care Program","Full Permit",1/29/1988,144,"","102886","","Y","Y","Y","Y"
"523718","","Christ Church United Methodist Preschool","6363 RESEARCH FOREST DR ","THE WOODLANDS","TX","77381","MONTGOMERY",936-273-2230,"Licensed Center - Child Care Program","Full Permit",5/27/1997,212,"cecadmin@cc-um.org","147357","","Y","Y","Y","Y"
"8683","","Christ Lutheran Child Development Center","3001 LOVERS LN ","DALLAS","TX","75225","DALLAS",214-363-2242,"Licensed Center - Child Care Program","Full Permit",3/20/1986,102,"cdcstaff@clcdallas.org","94207","","Y","Y","Y","Y"
"510103","","Christ Lutheran Day School","1104 CARLEE DR ","BRENHAM","TX","77833","WASHINGTON",979-277-9008,"Licensed Center - Child Care Program","Full Permit",3/27/1995,158,"ginny@christbrenham.org","137302","","Y","Y","Y","Y"
"64955","","Christ Lutheran Day School","6720 BROADWAY ST ","SAN ANTONIO","TX","78209","BEXAR",210-822-7671,"Licensed Center - Child Care Program","Full Permit",3/21/1986,103,"","95616","","N","Y","Y","Y"
"199512","","Christ Lutheran Learning Ctr","510 LUTHER DR ","GEORGETOWN","TX","78628","WILLIAMSON",512-863-4947,"Licensed Center - Child Care Program","Full Permit",2/26/1987,45,"learningcenter@clcgtn.org","100406","","Y","Y","Y","N"
"132056","","Christ Memorial Lutheran Preschool","14200 MEMORIAL DR ","HOUSTON","TX","77079","HARRIS",281-497-2055,"Licensed Center - Child Care Program","Full Permit",3/29/1990,169,"barb@christmemorialhouston.church","96770","","N","Y","Y","Y"
"915928","","Christ the King Cathedral Early Childhood Development Center","5502 NASHVILLE AVE ","LUBBOCK","TX","79413","LUBBOCK",806-771-2077,"Licensed Center - Child Care Program","Full Permit",4/20/2009,170,"","378860","","Y","Y","Y","Y"
"883080","","Christ The Redeemer","247 S BARRON ST ","RUSK","TX","75785","CHEROKEE",903-683-1404,"Licensed Center - Child Care Program","Full Permit",5/21/2008,100,"justindukeswife@yahoo.com","332367","","N","Y","Y","Y"
"1520002","","Christ the Redeemer  Genesis Early Childhood Program","11507 HUFFMEISTER RD ","HOUSTON","TX","77065","HARRIS",832-678-5432,"Licensed Center - Child Care Program","Full Permit",1/31/2014,167,"","1117189","","N","Y","Y","N"
"1683252","","Christ the Redeemer Jacksonville","1002 SUNSET AVE ","JACKSONVILLE","TX","75766","CHEROKEE",903-625-9030,"Licensed Center - Child Care Program","Full Permit",4/23/2019,102,"drdebramc@earthlink.net","1319650","","N","Y","Y","Y"
"117989","","Christ United Methodist Church CDP","2807 VALWOOD PKWY ","FARMERS BRANCH","TX","75234","DALLAS",972-247-8483,"Licensed Center - Child Care Program","Full Permit",3/11/1987,70,"sherry@christ4u.org","96217","","N","N","Y","N"
"545305","","Christ United Methodist School For Little People","4203 HIGHWAY 6 S ","COLLEGE STATION","TX","77845","BRAZOS",979-690-7714,"Licensed Center - Child Care Program","Full Permit",2/17/2000,164,"karlenehendershot@christ-umc.org","162542","","Y","Y","Y","Y"
"17856","","ChristChurch Learning Center","5001 BELLAIRE BLVD ","BELLAIRE","TX","77401","HARRIS",713-668-9869,"Licensed Center - Child Care Program","Full Permit",10/3/1985,221,"saaron@ccpres.org","94272","","Y","Y","Y","Y"
"1670316","","Christi Edge","3128 SHORELINE DR ","BURLESON","TX","76028","JOHNSON",817-507-5217,"Registered Child-Care Home","Registered",10/5/2018,10,"","1301196","","Y","Y","Y","Y"
"1535328","","Christi Zamora","1807 W SANFORD ST ","ARLINGTON","TX","76012","TARRANT",817-888-8367,"Registered Child-Care Home","Registered",6/3/2014,12,"cheery.tots@yahoo.com","1138694","","Y","Y","Y","Y"
"1679605","","Christian Academy of Little Saints","1520 WITTE RD #C","HOUSTON","TX","77080","HARRIS",713-584-3573,"Licensed Center - Child Care Program","Full Permit",4/18/2019,136,"","1313869","","N","Y","Y","N"
"61353","","Christian Child Development Center","907 W MAIN ST ","LEWISVILLE","TX","75067","DENTON",469-794-0001,"Licensed Center - Child Care Program","Full Permit",10/25/1985,286,"krissy@ccdclewisville.org","95418","","Y","Y","Y","Y"
"1352206","","Christian Child Home Care","10134 NW PARK DR ","HOUSTON","TX","77086","HARRIS",713-478-8109,"Licensed Child-Care Home","Full Permit",2/13/2012,12,"","913968","","Y","Y","Y","Y"
"61987","","Christian Childhood Development Center","9015 PLANO RD ","DALLAS","TX","75238","DALLAS",214-349-4489,"Licensed Center - Child Care Program","Full Permit",3/5/1986,134,"","95454","","N","Y","Y","Y"
"853738","","Christian Kids","921 SAINT PETER ST ","GONZALES","TX","78629","GONZALES",830-672-6865,"Licensed Center - Child Care Program","Full Permit",3/29/2006,132,"ckid2014@yahoo.com","281770","","Y","Y","Y","Y"
"506504","","Christian Learning Center of FBC","1717 4TH AVE ","CANYON","TX","79015","RANDALL",806-655-3246,"Licensed Center - Child Care Program","Full Permit",11/9/1994,130,"clc@christianlearningcenter-canyon.com","134742","","Y","Y","Y","Y"
"1574416","","Christian Life Center Day Care #2","806 RUSSELL PALMER RD STE B","KINGWOOD","TX","77339","MONTGOMERY",832-777-1692,"Licensed Center - Child Care Program","Full Permit",1/13/2016,67,"","1187963","","Y","Y","Y","Y"
"1710327","","Christian Montessori Home","11707 MEADOWOOD OAKS ","SAN ANTONIO","TX","78254","BEXAR",210-864-1604,"Licensed Child-Care Home","Full Permit",2/12/2021,12,"christianmontessorihome@gmail.com","1359678","","N","Y","Y","Y"
"1262486","","Christian Musical Bilingual Day Care","14649 BEECHNUT ST ","HOUSTON","TX","77083","HARRIS",281-988-6723,"Licensed Center - Child Care Program","Full Permit",5/23/2011,36,"","802228","","Y","Y","Y","Y"
"840574","","Christian Preschool of Texarkana","2720 MOORES LN ","TEXARKANA","TX","75503","BOWIE",903-255-7103,"Licensed Center - Child Care Program","Full Permit",8/20/2004,55,"wcocpreschool@cableone.net","253615","","N","Y","Y","Y"
"167606","","Christian School NW Houston","6720 W TIDWELL RD ","HOUSTON","TX","77092","HARRIS",713-462-7125,"Licensed Center - Child Care Program","Full Permit",6/4/1987,100,"CSNWH@SBCGLOBAL.NET","98314","","N","Y","Y","Y"
"65510","","Christian School of Castle Hills Preschool","2216 NW MILITARY HWY ","SAN ANTONIO","TX","78213","BEXAR",210-878-1070,"Licensed Center - Child Care Program","Full Permit",4/18/1986,323,"aesparza@castlehills.school","95655","","Y","Y","Y","Y"
"137091","","Christian Schs Of El Paso DCC","10104 ALBUM AVE ","EL PASO","TX","79925","EL PASO",915-593-5011,"Licensed Center - Child Care Program","Full Permit",2/8/1987,100,"christianschoolsep@gmail.com","96939","","Y","Y","Y","Y"
"880375","","Christiana  Marvie","7104 KICKAPOO DR ","FORT WORTH","TX","76179","TARRANT",817-350-4666,"Registered Child-Care Home","Registered",11/21/2007,12,"","326941","","Y","Y","Y","Y"
"851002","","Christie Elementary AlphaBest","10300 HUNTINGTON RD ","FRISCO","TX","75035","COLLIN",972-668-0640,"Licensed Center - Before/After School Program","Full Permit",1/19/2006,119,"christieelementary@alphabest.org","276088","","N","N","N","Y"
"1696745","","Christie N Kidz","2206 N RANCH ESTATES BLVD ","NEW BRAUNFELS","TX","78130","GUADALUPE",830-221-7113,"Licensed Child-Care Home","Full Permit",2/11/2020,12,"christiegarcia40@yahoo.com","1338597","","Y","Y","Y","Y"
"815314","","Christie's Little Angels Day Care","1510 OAKS PL ","EDINBURG","TX","78539","HIDALGO",956-289-1820,"Licensed Child-Care Home","Full Permit",10/16/2002,12,"crod215@aol.com","202319","","Y","Y","Y","Y"
"1673059","","Christina  Henry","900 OLD DENTON RD ","DECATUR","TX","76234","WISE",940-389-6749,"Registered Child-Care Home","Registered",5/25/2018,12,"","1304896","","Y","Y","Y","Y"
"1512701","","Christina  Martinez","4516 LOMA LINDA CIR ","EL PASO","TX","79934","EL PASO",915-234-8870,"Registered Child-Care Home","Registered",5/20/2013,12,"","1108670","","Y","Y","Y","Y"
"1685532","","Christina Chapman","1801 PALISADE DR ","ALLEN","TX","75013","COLLIN",972-345-5961,"Registered Child-Care Home","Registered",8/23/2019,12,"","1322894","","Y","Y","Y","Y"
"1705045","","Christina Lewis","21118 FOX HILLSIDE WAY ","HUMBLE","TX","77338","HARRIS",281-905-5266,"Registered Child-Care Home","Registered",6/19/2020,12,"tinyhandslctx@gmail.com","1351145","","Y","Y","Y","Y"
"1672175","","Christina Lynn Arnold","907 N PAGE ST ","COMANCHE","TX","76442","COMANCHE",254-979-1939,"Registered Child-Care Home","Registered",5/7/2018,12,"senior_christian_0809@yahoo.com","1303774","","Y","Y","Y","Y"
"1665234","","Christina Nga Nguyen","902 SUGAR MOUNTAIN CT ","SUGAR LAND","TX","77498","FORT BEND",346-252-9190,"Registered Child-Care Home","Registered",12/6/2017,12,"","1294136","","N","N","Y","Y"
"821234","","Christine  Alvarado","2601 ROSEBUD LN ","VENUS","TX","76084","JOHNSON",817-791-6031,"Registered Child-Care Home","Registered",12/12/2002,12,"alvarado49095@sbcglobal.net","213449","","Y","Y","Y","Y"
"1636000","","Christine Smith Early Head Start","1000 PULTAR RD ","RICHMOND","TX","77469","FORT BEND",832-759-5385,"Licensed Center - Child Care Program","Full Permit",4/10/2017,170,"","1257411","","Y","Y","Y","N"
"509275","","Christine Unger","302 E 44TH ST ","SAN ANGELO","TX","76903","TOM GREEN",325-655-3423,"Registered Child-Care Home","Registered",2/2/2000,12,"christineunger@suddenlink.net","136683","","Y","Y","Y","Y"
"847131","","Christus Victor Childrens School","2098 W MAIN ST ","LEAGUE CITY","TX","77573","GALVESTON",281-332-2821,"Licensed Center - Child Care Program","Full Permit",3/22/2005,153,"cvcsdirector@comcast.net","267707","","Y","Y","Y","Y"
"1558508","","Christy Luong","8719 SHADOW EDGE CIR ","HOUSTON","TX","77095","HARRIS",281-745-1463,"Registered Child-Care Home","Registered",1/23/2015,12,"","1170001","","Y","Y","Y","Y"
"1658852","","Christy Marie Hardy","2057 ENCHANTED ROCK DR ","FORNEY","TX","75126","KAUFMAN",214-622-0082,"Registered Child-Care Home","Registered",8/1/2017,12,"","1284988","","Y","Y","Y","Y"
"1406746","","Christys  Angels","11368 QUAIL RUN ST ","DALLAS","TX","75238","DALLAS",469-970-6109,"Licensed Child-Care Home","Full Permit",8/8/2012,12,"","977308","","Y","Y","Y","Y"
"527270","","Chrysalis Christian Preschool","11522 TELGE RD ","CYPRESS","TX","77429","HARRIS",281-807-0764,"Licensed Center - Child Care Program","Full Permit",2/24/1998,228,"chrysalisdirector@sbcglobal.net","150016","","Y","Y","Y","Y"
"1703083","","Chrysalis Pre School","3522 CROSS CREEK BEND LANE ","FULSHEAR","TX","77441","FORT BEND",281-574-7974,"Licensed Center - Child Care Program","Full Permit",9/22/2020,245,"","1347819","","Y","Y","Y","Y"
"1714260","","Chrystal Learning Center","518 BRYNMAWR CT ","ARLINGTON","TX","76014","TARRANT",214-900-7757,"Licensed Child-Care Home","Initial",4/9/2021,12,"","1365834","","Y","Y","Y","Y"
"841499","","Chubby's Little One's","4001 Zuley  2 3/4 N. Inspiration","Mission","TX","78572","HIDALGO",956-424-0240,"Licensed Child-Care Home","Full Permit",3/4/2005,12,"cifuentes4001@gmail.com","255652","","Y","Y","Y","Y"
"855821","","Chubbys Child Care Center","719 DEAN ST ","BRYAN","TX","77803","BRAZOS",979-779-4782,"Licensed Child-Care Home","Full Permit",6/7/2006,12,"chubbyschildcare_06@yahoo.com","286344","","Y","Y","Y","Y"
"825894","","Church of Incarnation","3966 MCKINNEY AVE ","DALLAS","TX","75204","DALLAS",214-522-0160,"Licensed Center - Child Care Program","Full Permit",6/24/2003,194,"mcrissey@incarnation.org","222113","","Y","Y","Y","Y"
"1690390","","Church of the Springs YMCA","230 SPORTS PARK RD ","DRIPPING SPRINGS","TX","78620","HAYS",512-236-9622,"Licensed Center - School Age Program","Full Permit",1/3/2020,58,"programservices@austinymca.org","1330122","","N","N","Y","Y"
"830905","","Church Women United Child Care Center","2 PRICE ST ","BAYTOWN","TX","77520","HARRIS",281-427-2507,"Licensed Center - Child Care Program","Full Permit",2/11/2004,130,"","232252","","Y","Y","Y","Y"
"1699350","","Cielito Lindo Spanish Immersion Preschool","704 SANDPIPER AVE ","AUSTIN","TX","78753","TRAVIS",512-299-3974,"Licensed Child-Care Home","Full Permit",6/12/2020,12,"cielitolindopreschool@gmail.com","1342646","","N","Y","Y","Y"
"539154","684","Cinco Ranch Montessori","2530 S PEEK RD ","KATY","TX","77450","FORT BEND",281-392-0011,"Licensed Center - Child Care Program","Full Permit",3/25/1999,156,"7346@montessori.com","157666","","Y","Y","Y","Y"
"1716891","","Cindorelia's Child Care","1919 AGARITO AVE ","ALICE","TX","78332","JIM WELLS",361-777-6237,"Licensed Center - Child Care Program","Initial",2/4/2021,27,"","1369942","","Y","Y","Y","Y"
"1303466","","Cindy Ann Francis","2618 TONGA DR ","CORPUS CHRISTI","TX","78418","NUECES",361-937-9553,"Registered Child-Care Home","Registered",5/13/2011,12,"","852909","","Y","Y","Y","Y"
"1108306","","Cindy L. McOsker","16735 STATE HIGHWAY 16 S ","SAN ANTONIO","TX","78264","BEXAR",210-422-2568,"Registered Child-Care Home","Registered",3/2/2010,12,"cmcosker57@gmail.com","612971","","Y","Y","Y","Y"
"869721","","Cindy Sue Franklin","2809 BAREFOOT LN ","ROUND ROCK","TX","78665","WILLIAMSON",512-394-5492,"Registered Child-Care Home","Registered",2/27/2007,12,"csfranklin22@gmail.com","311539","","Y","Y","Y","N"
"965027","","Cindy Thi  Nguyen","3617 SNEAD CT ","ARLINGTON","TX","76014","TARRANT",682-560-1397,"Registered Child-Care Home","Registered",4/8/2009,8,"","441449","","Y","Y","Y","Y"
"1631017","","Cindy Webb","4209 4TH ST ","BROWNWOOD","TX","76801","BROWN",325-430-0115,"Licensed Child-Care Home","Full Permit",4/5/2017,12,"cindygwebb@gmail.com","1251497","","Y","Y","Y","Y"
"1701336","","Cindy's Daycare","417 W 1ST ST ","SHINER","TX","77984","LAVACA",361-798-6732,"Licensed Child-Care Home","Full Permit",6/16/2020,12,"ronniekresta@sbcglobal.net","1345298","","Y","Y","Y","Y"
"1416566","","Cindy's In Home Child Care","18719 WONDER LAND WAY ","HOUSTON","TX","77084","HARRIS",281-732-7768,"Licensed Child-Care Home","Full Permit",10/17/2012,12,"cindikay42@att.net","988268","","Y","Y","Y","Y"
"897009","","Cindy's Luv 'N' Learn","4622 103RD ST ","LUBBOCK","TX","79424","LUBBOCK",806-787-5687,"Licensed Child-Care Home","Full Permit",7/10/2008,12,"","356791","","N","Y","Y","Y"
"1698352","","CINTHYA SUAREZ","17620 TOBERMORY DR ","PFLUGERVILLE","TX","78660","TRAVIS",512-964-7632,"Registered Child-Care Home","Registered",11/22/2019,11,"","1341027","","N","Y","Y","Y"
"505470","","Circle C Child Development Center","5917 LA CROSSE AVE ","AUSTIN","TX","78739","TRAVIS",512-288-9792,"Licensed Center - Child Care Program","Full Permit",6/10/1994,200,"","134032","","Y","Y","Y","Y"
"1704278","","Circle Creek Early Care and Education","2544 CLAY MATHIS RD ","MESQUITE","TX","75181","DALLAS",972-288-3381,"Licensed Center - Child Care Program","Full Permit",12/2/2020,205,"","1349861","","Y","Y","Y","Y"
"1679627","","Circle K Kiddie Ranch, Inc.","16944 HIGHWAY 62 S ","ORANGE","TX","77630","ORANGE",409-745-5555,"Licensed Center - Child Care Program","Full Permit",8/17/2018,150,"","1313898","","Y","Y","Y","Y"
"845619","","Circle of Friends Day Care","1107 HUNTERS CREEK DR ","CEDAR PARK","TX","78613","WILLIAMSON",512-699-4742,"Licensed Child-Care Home","Full Permit",6/28/2005,12,"pattysherrill@ymail.com","264473","","Y","Y","Y","Y"
"888331","","Circle Of Life Learning Center","1705 TEMPLE HALL HWY ","GRANBURY","TX","76049","HOOD",817-579-9909,"Licensed Center - Child Care Program","Full Permit",8/11/2008,69,"erin_castillo@att.net","343205","","Y","Y","Y","Y"
"313396","2589","Circle Park Head Start and Child Development Center","1519 CIRCLE PARK BLVD ","FORT WORTH","TX","76164","TARRANT",817-740-1101,"Licensed Center - Child Care Program","Full Permit",12/4/1990,91,"hradmin@childcareassociates.org","115602","","Y","Y","Y","N"
"12902","","Circle School","217 PERSHING AVE ","SAN ANTONIO","TX","78209","BEXAR",210-822-0461,"Licensed Center - Child Care Program","Full Permit",12/13/1985,85,"peace@thecircleschool.org","94227","","N","N","Y","Y"
"1618561","","Cisneros Day Care Center","1016 N ATHOL ST ","PHARR","TX","78577","HIDALGO",956-784-9745,"Licensed Center - Child Care Program","Full Permit",9/9/2016,37,"","1235868","","Y","Y","Y","Y"
"1707032","","Citizens of The Kingdom Childcare Center","2221 W ARKANSAS LN STE 106B","PANTEGO","TX","76013","TARRANT",817-968-0818,"Licensed Center - Child Care Program","Renewed Initial",12/28/2020,37,"","1354261","","Y","Y","Y","Y"
"1695541","","City Kids Academy","508 S MISSOURI  ","MERCEDES","TX","78570","HIDALGO",956-903-4173,"Licensed Center - Child Care Program","Full Permit",6/23/2020,55,"citykidsacademymercedes@gmail.com","1336997","","Y","Y","Y","Y"
"1665289","","City Kids Care","3483 S FM 51 ","DECATUR","TX","76234","WISE",940-627-7773,"Licensed Center - Child Care Program","Full Permit",5/17/2018,35,"terryowens@wearecitychurch.org","1294205","","Y","Y","Y","Y"
"1280186","","City Place Montessori School","4005 ROSELAND AVE ","DALLAS","TX","75204","DALLAS",972-589-5454,"Licensed Child-Care Home","Full Permit",10/6/2011,12,"micaelina.espinosa@gmail.com","823529","","Y","Y","Y","Y"
"1672109","","Claire's Christian Day School","5608 NORTHAVEN RD ","DALLAS","TX","75230","DALLAS",214-368-4047,"Licensed Center - Child Care Program","Full Permit",6/1/2018,199,"","1303687","","Y","Y","Y","Y"
"1696750","","Clara  Ketner","250 W AUSTIN AVE ","COOPER","TX","75432","DELTA",903-335-0506,"Registered Child-Care Home","Registered",9/6/2019,12,"","1338609","","Y","Y","Y","Y"
"1522539","825","Clarice Roe Child Development Center","10270 LADD RD ","MACDONA","TX","78054","BEXAR",210-475-4408,"Licensed Center - Child Care Program","Full Permit",2/7/2014,58,"vmireles@pcitx.com","1120831","","N","N","Y","N"
"1292466","","Clarissa  Canales","504 NORTHSTAR DR ","LAREDO","TX","78045","WEBB",956-286-0505,"Registered Child-Care Home","Registered",4/13/2011,8,"clarissacanales25@gmail.com","839269","","Y","Y","Y","Y"
"1671137","","Clarks Creative Learning Center","3409 LIVINGSTON LN ","CARROLLTON","TX","75007","DENTON",469-289-6858,"Licensed Child-Care Home","Full Permit",5/10/2018,12,"","1302317","","Y","Y","Y","Y"
"503971","","Clarks Learning Center","413 E MASON ST ","MABANK","TX","75147","KAUFMAN",903-887-4217,"Licensed Center - Child Care Program","Full Permit",9/23/1993,74,"","133056","","Y","Y","Y","Y"
"1701541","","Classic Montessori Inc","8605 LAUREL CANYON RD ","IRVING","TX","75063","DALLAS",214-995-6091,"Licensed Child-Care Home","Full Permit",9/30/2020,12,"","1345568","","Y","Y","Y","Y"
"908701","","Classie Renee Riley","2319 GALLOP DR ","KILLEEN","TX","76549","BELL",254-833-6380,"Registered Child-Care Home","Registered",10/9/2008,12,"ClassiePsalm139@yahoo.com","369946","","Y","Y","Y","Y"
"308309","","Claude Jones Memorial Day Nursery","513 W BROADWAY ST ","GAINESVILLE","TX","76240","COOKE",940-665-6363,"Licensed Center - Child Care Program","Full Permit",9/3/1987,98,"fgainesville@att.net","113757","","N","Y","Y","Y"
